skill_key,example,hot,code
apache hadoop yarn,Apache Hadoop YARN,0,43232304
apache hbase,Apache HBase,0,43232304
apache hive,Apache Hive,1,43232304|43232306
apache http server,Apache HTTP Server,0,43232312|43232701
apache jmeter,Apache JMeter,0,43232405
apache kafka,Apache Kafka,1,43232402
apache mahout,Apache Mahout,0,43231511
apache maven,Apache Maven,1,43232402
apache mxnet,Apache MXNet,0,43232608
apache oozie,Apache Oozie,0,43232304
apache pig,Apache Pig,0,43232304
apache solr,Apache Solr,0,43232304
apache spark,Apache Spark,1,43232314|43232405
apache sqoop,Apache Sqoop,0,43232304
apache struts,Apache Struts,0,43232408
apache subversion svn,Apache Subversion SVN,1,43232203|43232402
apache tomcat,Apache Tomcat,1,43232408
apatar,Apatar,0,43232310
ape a plasmid editor,ApE A Plasmid Editor,0,43232605
apex business software ibenefits,Apex Business Software iBenefits,0,43231505
apex business software ihr,Apex Business Software iHR,0,43231505
apex iv assessor,Apex IV Assessor,0,43233506
apex iv fee appraiser,Apex IV Fee Appraiser,0,43233506
apex mobilesketch,Apex MobileSketch,0,43233506
apfloat,Apfloat,0,43232605
api healthcare activestaffer,API Healthcare ActiveStaffer,0,43232108
api navigator,API Navigator,0,43231505
apian surveypro,Apian SurveyPro,0,43232306
aplac,APLAC,0,43232605
apollo photonics apss,Apollo Photonics APSS,0,43232604
apollo reservation system,Apollo Reservation System,0,43232108
app software associations apptrak.net,App Software Associations AppTrak.net,0,43231507
appca personal chef office,APPCA Personal Chef Office,0,43232306
appfolio property manager,AppFolio Property Manager,0,43232306
appium,Appium,0,43232406
apple applescript,Apple AppleScript,0,43233004
apple appleworks,Apple AppleWorks,0,43232110
apple cocoa,Apple Cocoa,0,43232405
apple drawberry,Apple DrawBerry,0,43232102
apple dvd studio pro,Apple DVD Studio Pro,0,43232103
apple final cut express,Apple Final Cut Express,0,43232103
apple final cut pro,Apple Final Cut Pro,0,43232103
apple final cut studio,Apple Final Cut Studio,0,43232103
apple garageband,Apple GarageBand,0,43232005
apple idvd,Apple iDVD,0,43232103
apple imovie,Apple iMovie,0,43232103
apple ios,Apple iOS,1,43233004
apple iphoto,Apple iPhoto,0,43232102
apple iwork,Apple iWork,0,43231513
apple iwork keynote,Apple iWork Keynote,0,43232106
apple iwork numbers,Apple iWork Numbers,0,43232110
apple iwork pages,Apple iWork Pages,0,43232104
apple keynote,Apple Keynote,0,43232106
apple logic pro,Apple Logic Pro,0,43232005
apple macos,Apple macOS,1,43233004
apple mainstage,Apple MainStage,0,43232005
apple numbers for mac,Apple Numbers for Mac,0,43232110
apple quicktime,Apple QuickTime,0,43232103
apple safari,Apple Safari,1,43232705
apple shazam,Apple Shazam,0,43232605
apple xsan,Apple Xsan,0,43233001
appletree,Appletree,0,43232502
applicad roof wizard,AppliCad Roof Wizard,0,43232604
applicant tracking,Applicant tracking,0,43231505
applicantpro iapplicants,ApplicantPro iApplicants,0,43231505
application management,Application management,0,43232401
application server,Application server,0,43232701
application software shear,Application Software SHEAR,0,43231507
application-specific integrated circuit asic logic synthesis,Application-specific integrated circuit ASIC logic synthesis,0,43232605
applied biosystems genemapper,Applied Biosystems GeneMapper,0,43232605
applied computer systems jobpower,Applied Computer Systems JOBPOWER,0,43231601
applied flow technology aft arrow,Applied Flow Technology AFT Arrow,0,43232605
applied flow technology aft fathom,Applied Flow Technology AFT Fathom,0,43232605
applied imagery quick terrain modeler,Applied Imagery Quick Terrain Modeler,0,43233506
applied production profab,Applied Production ProFab,0,43232612
applied production profold,Applied Production ProFold,0,43232604
applied search technology cadfind,Applied Search Technology CADFind,0,43232202
applied software technologies asset maintenance and materials management system,Applied Software Technologies Asset Maintenance and Materials Management System,0,43231506
applied systems associates asa rebar,Applied Systems Associates aSa Rebar,0,43231507
applied systems the agency manager,Applied Systems The Agency Manager,0,43231602
applied systems vision,Applied Systems Vision,0,43232303
appligent citation fdfmerge,Appligent Citation FDFMerge,0,43232202
appointment scheduling,Appointment scheduling,0,43232108
appointment search,Appointment Search,0,43232108
appointmentquest online appointment manager,AppointmentQuest Online Appointment Manager,0,43232108
appointmentquest online appointment scheduler,AppointmentQuest Online Appointment Scheduler,0,43232108
appraisal,Appraisal,0,43231604
aprimo marketing,Aprimo Marketing,0,43231602
aptean made2manage,Aptean Made2Manage,0,43231602
aptean onyx crm,Aptean Onyx CRM,0,43232303
aptech systems gauss,Aptech Systems GAUSS,0,43232605
apteryx imaging suite,Apteryx Imaging Suite,0,43232102
aqsis renderer,Aqsis Renderer,0,43232102
aquasoft farm manager,AquaSoft Farm Manager,0,43231507
aquatic plant information retrieval system apirs,Aquatic Plant Information Retrieval System APIRS,0,43232605
aquifer test,Aquifer test,0,43232605
arbelsoft tailormax,ArbelSoft TailorMax,0,43232611
arbita onepost,Arbita OnePost,0,43231505
arbita oneworld,Arbita OneWorld,0,43231505
arbor image draftsman,Arbor Image Draftsman,0,43233403
arbutus analyzer,Arbutus Analyzer,0,43232605
arc logics sword,ARC Logics Sword,0,43232606
arc second pocketcad,Arc Second PocketCAD,0,43232604
arcgis web appbuilder,ArcGIS Web AppBuilder,0,43232402
archeological sites management information system asmis,Archeological Sites Management Information System ASMIS,0,43232306
archer compliance management,Archer Compliance Management,0,43232606
architectural energy corporation enforma building diagnostics,Architectural Energy Corporation ENFORMA Building Diagnostics,0,43232605
architectural energy corporation rem/rate,Architectural Energy Corporation REM/Rate,0,43232605
architectural energy corporation visualdoe,Architectural Energy Corporation VisualDOE,0,43232605
architecture description language adl,Architecture description language ADL,0,43232407
archival databases,Archival databases,0,43232309
archivegrid,ArchiveGrid,0,43232309
archives wiki,Archives Wiki,0,43232309
archivists' toolkit,Archivists' Toolkit,0,43232306
archon,Archon,0,43232306
arcline arcfreight,Arcline ArcFreight,0,43231506
arcom masterspec,ARCOM Masterspec,0,43232306
arcsight enterprise threat and risk management,ArcSight Enterprise Threat and Risk Management,0,43232620
ardexus mode,Ardexus Mode,0,43232303
ardexus tasc,Ardexus TASC,0,43232303
ardupilot mission planner,ArduPilot Mission Planner,0,43232601
arena health systems phys-x,Arena Health Systems Phys-X,0,43232610
arenasoft estimating,ArenaSoft Estimating,0,43232605
ares corporation prism project estimator,ARES Corporation PRISM Project Estimator,0,43231604
arfit,ARfit,0,43232605
argos software abecas insight,Argos Software ABECAS Insight,0,43231602
argos software abecas insight fms,Argos Software ABECAS Insight FMS,0,43231601
argos software abecas insight wms,Argos Software ABECAS Insight WMS,0,43231508
argosy legal systems power closer,Argosy Legal Systems Power Closer,0,43232306
argus one open numerical environments,Argus ONE Open Numerical Environments,0,43232605
argus perceptual mapper,Argus Perceptual Mapper,0,43232605
aris global register,Aris Global Register,0,43232606
ark software ark shelter,ARK Software Ark Shelter,0,43232306
arkenstone atlas speaks,Arkenstone Atlas Speaks,0,43232605
arkitektia flight itinerary,Arkitektia Flight Itinerary,0,43232108
armand morin multitrack generator,Armand Morin MultiTrack Generator,0,43232313
armchair machinist,Armchair Machinist,0,43232605
armon technologies xlactuary,ARMON Technologies XLActuary,0,43231604
army food management information system,Army Food Management Information System,0,43231508
arobas music guitar pro,Arobas Music Guitar Pro,0,43232005
arpege music pizzicato,Arpege Music Pizzicato,0,43232005
arping,Arping,0,43232801
arrival departure information system adis,Arrival Departure Information System ADIS,0,43232306
arrow electronics n/compass,Arrow Electronics N/Compass,0,43231505
arsoftware winsmac,ARSoftware WinSMAC,0,43232604
articsoft fileassurity,ArticSoft FileAssurity,0,43233205
articulate 360,Articulate 360,0,43232502
articulate rapid e-learning studio,Articulate Rapid E-Learning Studio,0,43232502
articulate storyline,Articulate Storyline,0,43232502
artifice designworkshop,Artifice DesignWorkshop,0,43232604
artificial intelligence,Artificial intelligence,0,43232608
artisan studio,Artisan Studio,0,43232402
arts & letters express,Arts & Letters Express,0,43232102
artsco orthopro complete,Artsco OrthoPro Complete,0,43232610
artscope.net eartist,ArtScope.net eArtist,0,43232306
artsystems collections,Artsystems Collections,0,43232306
aruba networks airwave,Aruba Networks AirWave,0,43232804
as software as-obgyn,AS Software AS-OBGYN,0,43232610
as/400 database,AS/400 Database,0,43232306
asana,Asana,1,43233513
ascend property assessment,Ascend Property Assessment,0,43232306
ascensio systems teamlab,Ascensio Systems TeamLab,0,43231507
ascentis employee self-service,Ascentis Employee Self-Service,0,43231505
ascentis hr,Ascentis HR,0,43231505
asg technologies asg-zeke,ASG Technologies ASG-Zeke,0,43232305
ashkon translation pad,Ashkon Translation Pad,0,43232501
ashlar-vellum cobalt,Ashlar-Vellum Cobalt,0,43232604
ashlar-vellum graphite,Ashlar-Vellum Graphite,0,43232604
ashley software writer's blocks,Ashley Software Writer's Blocks,0,43232104
asi client acquisition solution,ASI Client Acquisition Solution,0,43231604
asi datamyte gagemetrics,ASI DATAMYTE GageMetrics,0,43232608
asi datamyte qda,ASI DATAMYTE QDA,0,43232608
asi frontdesk,ASI FrontDesk,0,43232603
asi point of sale,ASI Point of Sale,0,43232611
asidatamyte datametrics,ASIDATAMYTE DataMetrics,0,43232608
askia design,Askia Design,0,43232306
askia vista,Askia Vista,0,43232306
askia web,Askia Web,0,43232306
askiaanalyse,Askiaanalyse,0,43232605
askiaface,Askiaface,0,43232306
askiavoice,Askiavoice,0,43232306
asksam systems surfsaver,askSam Systems SurfSaver,0,43232306
asl hr director,ASL HR Director,0,43231505
aspect loss prevention aspect elitelp,Aspect Loss Prevention Aspect EliteLP,0,43232605
aspen,ASPEN,0,43232306
aspen graphics technical analysis,Aspen Graphics Technical Analysis,0,43231604
aspen plus,ASPEN PLUS,0,43232605
aspentech aspen infoplus,AspenTech Aspen InfoPlus,0,43231506
aspentech aspenone,AspenTech aspenONE,0,43232605
aspentech hysys,AspenTech HYSYS,0,43232605
asprova,Asprova,0,43231506
aspyra cyberlab,Aspyra CyberLAB,0,43232610
aspyra cyberpath,Aspyra CyberPATH,0,43232610
asr software lwc-plus,ASR Software LWC-Plus,0,43232604
asr software taper-plus,ASR Software Taper-Plus,0,43232604
asr software topview le,ASR Software TopView LE,0,43232604
asr software topview me,ASR Software TopView ME,0,43232604
assembla,Assembla,0,43231507
assembly line balancing,Assembly line balancing,0,43232608
assessment,Assessment,0,43232605
assessment systems corporation xcalibre,Assessment Systems Corporation XCALIBRE,0,43232605
asset allocation,Asset allocation,0,43231604
asset jtag scanworks,ASSET JTAG ScanWorks,0,43232605
asset management,Asset management,0,43231508|43231601
asset management administration,Asset management administration,0,43232804
assisi compiler,Assisi Compiler,0,43232306|43232605
assisi forest,Assisi Forest,0,43232605
assisi inventory,Assisi Inventory,0,43231508
assisi software assisi inventory,Assisi Software Assisi Inventory,0,43231508
assisi software assisi manager,Assisi Software Assisi Manager,0,43232306
assisi software assisi resource,Assisi Software Assisi Resource,0,43232605
assistant software for antimicrobial susceptibility interpretation asasi,Assistant Software for Antimicrobial Susceptibility Interpretation ASASI,0,43232605
assisted model building with energy refinement amber,Assisted model building with energy refinement AMBER,0,43232605
association for computing machinery digital library,Association for Computing Machinery Digital Library,0,43232306
assured software jpp,Assured Software JPP,0,43232306
assurx catsweb,AssurX CATSWeb,0,43232606
assurx financial services compliance management system,AssurX Financial Services Compliance Management System,0,43232606
ast staff matrix,AST Staff Matrix,0,43231505
aster data ncluster,Aster Data nCluster,0,43232302
astronomical image processing for windows aip4win,Astronomical Image Processing for Windows AIP4WIN,0,43232605
astronomical image processing system aips,Astronomical Image Processing System AIPS,0,43232605
astronomical information processing system aips++,Astronomical information processing system AIPS++,0,43232605
astute solutions powercenter,Astute Solutions PowerCenter,0,43233501
asure software hcm,Asure Software HCM,0,43231505|43231605
at your service software at your service repair,At Your Service Software At Your Service Repair,0,43232306
at your service software costguard,At Your Service Software CostGuard,0,43232306
at&t troff,AT&T Troff,0,43232112
atd protocol,ATD protocol,0,43232909
athena software penelope case management,Athena Software Penelope Case Management,0,43232610
athenahealth athenacollector,athenahealth athenaCollector,0,43232610
atlas business solutions staff files,Atlas Business Solutions Staff Files,0,43232202
atlas construction business forms,Atlas Construction Business Forms,0,43232104
atlas search,Atlas Search,0,43232314
atlas.ti,ATLAS.ti,0,43232605
atlassian bamboo,Atlassian Bamboo,0,43232403
atlassian bitbucket,Atlassian Bitbucket,1,43232701
atlassian confluence,Atlassian Confluence,1,43231507|43233503|43233513
atlassian hipchat,Atlassian HipChat,0,43233504
atlassian jira,Atlassian JIRA,1,43231507|43232201
atms stocktrack plus,ATMS StockTrack PLUS,0,43231508
atoll geocad,Atoll GeoCAD,0,43232604
atria smoke management engineering tools asmet,Atria smoke management engineering tools ASMET,0,43232605
atrion intelligent authoring,Atrion Intelligent Authoring,0,43232202
atstaff physician scheduler,AtStaff Physician Scheduler,0,43232108
attask,AtTask,0,43231507
attendance tracking,Attendance tracking,0,43232306
atterbury consultants superace,Atterbury Consultants SuperAce,0,43232306
atterbury consultants superace/flips,Atterbury Consultants SuperACE/FLIPS,0,43231508
attitude pos itive accupos retail,Attitude POS itive AccuPOS Retail,0,43232611
atx total accounting office,ATX Total Accounting Office,0,43231601
